ID;GOLD;TEXT
ID-803 ;positive;6.
ID-804 ;positive;Hitchhiking in the Montana sunset.
ID-805 ;positive;49   EXT.
ID-806 ;positive;CUT BANK, MONTANA - SUNSET (SEPTEMBER 10 1990)        49  We see Chris hitching down a lonely two-lane road surrounded by fields and distant mountains.
ID-807 ;positive;CARINE (V.O.)
ID-808 ;positive;In early September, mom and dad got a call from the Annandale police notifying them that Chris' abandoned car had been identified by the Arizona Highway Patrol after a group of rare flower hunters stumbled upon it in the desert.
ID-809 ;positive;There were no signs that Chris had intended to return to it.
ID-810 ;positive;But there wasn't any evidence of struggle.
ID-811 ;positive;The police said they thought Chris had chosen to leave it behind and not that it had been taken from him.
ID-812 ;positive;Nonetheless, the initial comfort that gave mom and dad, quickly turned to their realization that Chris was actually trying not to be found.
ID-813 ;positive;50   EXT.
ID-814 ;positive;ANNANDALE STREET - DUSK                               50  We see Walt.
ID-815 ;positive;He walks out the door of his house into the street.
ID-816 ;positive;He keeps walking.
ID-817 ;positive;And we go with him in his silent but internal Armageddon.
ID-818 ;positive;"We PULL him in CU throughout all that follows...(Refer to SCENE 171: ""Dad calls it `suspended animation.'"""
ID-819 ;positive;This may affect our visual approach)  CARINE The year Chris graduated high school he bought the Datsun, used.
ID-820 ;positive;He wanted to drive it cross-country and visit our old neighborhood in California.
ID-821 ;positive;The day before he left was my dad's birthday.
ID-822 ;positive;Chris made a speech...  38.
ID-823 ;positive;51   INT.
ID-824 ;positive;MCCANDLESS HOME, ANNANDALE (PAST)                      51  Chris stands beside the family piano, speaking to a party of his parent's friends, Walt and Billie among them.
ID-825 ;positive;Beside him, a large gift-wrapped present.
ID-826 ;positive;Carine sits at the foot of the stairs at the back of the room watching her brother with a hint of concern.
ID-827 ;positive;CHRIS (a little drunk, a little emotional) Dad, you and I have had our differences over the years...but on your birthday I want to tell you how grateful I am for all the things you've given me.
ID-828 ;positive;And that you did it starting from nothing to working your way through college and busting your ass to support us kids.
ID-829 ;positive;So, in return, I've been busting my ass a bit...at Domino's Pizza -  Chris moves to the gift.
ID-830 ;positive;CHRIS (CONT'D) and I've gotten you this token, this damned expensive token, as a token of that appreciation.
ID-831 ;positive;Chris holds the large gift toward Walt.
ID-832 ;positive;Walt moves through his friends to Chris and strips the paper, exposing a beautiful Questar Telescope.
ID-833 ;positive;WALT (patting his son the back) Would you look at that.
ID-834 ;positive;Walt holds the telescope up for all to see.
ID-835 ;positive;And the party responds with applause.
ID-836 ;positive;Chris walks through the cheering family friends to take his place beside Carine at the bottom of the steps.
ID-837 ;positive;CARINE Jesus, you must've had a lot to drink.
ID-838 ;positive;CHRIS Too much and not enough.
ID-839 ;positive;I used to believe all that stuff.
ID-840 ;positive;That whole story.
ID-841 ;positive;I thought maybe if I said it again, I'd believe it.
ID-842 ;positive;But I don't.
ID-843 ;positive;39.
ID-844 ;positive;Tears have come to Chris' eyes.
ID-845 ;positive;He puts his head in his hands.
ID-846 ;positive;Carine puts an arm around him.
ID-847 ;positive;BACK TO:   52   EXT ANNANDALE STREET - DUSK                               52  PRESENT:   Walt expressionless, walking into camera.
ID-848 ;positive;CARINE (V.O.)
ID-849 ;positive;The day after the party, Chris left on his trip and ended up staying away most of the summer.
ID-850 ;positive;It was nearly three months before he walked back into our house in Annandale.
ID-851 ;positive;He had a scruffy beard, his hair was long and tangled, and he was rail thin.
ID-852 ;positive;As soon as I heard he was home, I ran into his room to talk to him.
ID-853 ;positive;In California, he'd looked up some old family friends who still lived there.
ID-854 ;positive;He'd found out that long after he had been born, our dad had continued a relationship with his first wife Marcia in secret.
ID-855 ;positive;53   EXT CUT BANK, MONTANA - SUNSET                            53  BRIEF CUTAWAY to Chris hitching on the Montana highway.
ID-856 ;positive;CARINE And that one lie had led to another.
ID-857 ;positive;That two years after Chris was born, dad had had another son with Marcia.
ID-858 ;positive;Worse yet was that it was Marcia to whom he was still legally married at the time.
ID-859 ;positive;And it was Chris and I who were the bastard children.
ID-860 ;positive;BACK TO:   54   EXT ANNANDALE STREET - DUSK                               54  Walt.
ID-861 ;positive;CARINE Dad's arrogance made him conveniently oblivious to the pain he caused.
ID-862 ;positive;And mom, in the shame and embarrassment of a young mistress, became his accomplice.
ID-863 ;positive;(MORE)  39aA.
ID-864 ;positive;CARINE (CONT'D) She and my dad had decided to bend the truth about this other child saying that dad wasn't the father and they maintained that their fraudulent marriage was real.
ID-865 ;positive;(MORE)  39A.
ID-866 ;positive;CARINE (CONT'D) Chris was quiet when he told me this.
ID-867 ;positive;"He said it made his ""entire childhood seem like a fiction"""
ID-910 ;positive;A little thunder kicking in the distant sky.
ID-911 ;positive;41A.
ID-912 ;positive;56A   INT.
ID-913 ;positive;DOUBLE-WIDE - NIGHT                                  56A  As Wayne and Chris enter, they tip-toe over empty booze bottles and passed out work crew
ID-914 ;positive;They make their way to a small table in the kitchenette.
ID-915 ;positive;Remains of the evening's dinner are on the stove.
ID-916 ;positive;Wayne turns on the stovetop coils to heat it up.
ID-917 ;positive;WAYNE So where is it you're headed?
ID-918 ;positive;CHRIS I was thinking about doubling back through the Canadian side of Glacier Park.
ID-919 ;positive;WAYNE Yeah, I used to have a girlfriend who'd go there, camp on the Black Feet Res.
ID-920 ;positive;She was into all that American Indian stuff.
ID-921 ;positive;(MORE)  42.
ID-922 ;positive;WAYNE (CONT'D) I can bring you to the border at Sweet Grass once you've had some food.
ID-923 ;positive;CHRIS Well, that'd be great.
ID-924 ;positive;What do you do out here?
ID-925 ;positive;WAYNE Well, I do a lot of things.
ID-926 ;positive;Computer programming.
ID-927 ;positive;Video game repair.
ID-928 ;positive;I'm a licensed pilot, own a grain elevator in Carthage and another one a few miles out of town.
ID-929 ;positive;But in the summertime I run a combine crew, follow the harvest from Texas way the hell north to the Canadian border.
ID-930 ;positive;We just got done cutting barley for Coors and Anheuser Busch.
ID-931 ;positive;But then I got this little black box deal on the side (You know what I mean?)
ID-932 ;positive;CHRIS You mean those free satellite TV deals?
ID-933 ;positive;WAYNE (as though he hadn't brought it up) You said it, not me.
ID-934 ;positive;Chris is dazzled by this renaissance man of the plains.
ID-935 ;positive;Wayne stands to dish out a couple of plates of heated food.
ID-936 ;positive;As Chris starts digging in, a major gust of wind rocks the trailer.
ID-937 ;positive;WAYNE (CONT'D) (smiling, responding to wind) OOOOOOH.
ID-938 ;positive;Chris doesn't respond, digs into the food.
ID-939 ;positive;Points to the unconscious tribe splayed out.
ID-940 ;positive;SIX GERMANIC-LOOKING UNCONSCIOUS BODIES.
ID-941 ;positive;CHRIS Who are these guys?
ID-942 ;positive;Wayne gets a little giggle.
ID-943 ;positive;WAYNE Those are my Hudderites.
ID-944 ;positive;Agriculture's a pretty transient business.
ID-945 ;positive;These guys come off the Hudderite colony looking for work.
ID-946 ;positive;I always got work for people.
ID-947 ;positive;Then that guy - (MORE)  42A.
ID-948 ;positive;WAYNE (CONT'D) (pointing at guy making most of his snore) That's Kevin.
ID-949 ;positive;He's with me most of the time.
ID-950 ;positive;He's not a Hudderite.
ID-951 ;positive;He's from Madison.
ID-952 ;positive;CHRIS Madison.
ID-953 ;positive;Okay.
ID-954 ;positive;Just then, the rain kicks in full gear outside, pounding the trailer shell.
ID-955 ;positive;A couple hits of lightning follow.
ID-956 ;positive;WAYNE Listen, you don't want to go out there on the road tonight.
ID-957 ;positive;Why don't you just roll your sleeping bag out and play like a Hudderite until morning.
ID-958 ;positive;Chris looks about.
ID-959 ;positive;There's not much room but it beats the pelting outside.
ID-960 ;positive;CHRIS Thanks Wayne.
ID-961 ;positive;I will.
ID-962 ;positive;TIME CUT:  Chris, with a grin on his face, lays in his sleeping bag between a Hudderite and the sleeping KEVIN.
ID-963 ;positive;Wayne comes from the back bedroom, tip-toes through the sleeping bodies to hand Chris a pillow.
ID-964 ;positive;WAYNE Get a good sleep.
ID-965 ;positive;See you in the morning.
ID-966 ;positive;Chris waves a thanks, puts the pillow beneath his head and closes his eyes.
ID-967 ;positive;57   OMITTED                                                    57   58   OMITTED                                                    58   59   EXT.
ID-968 ;positive;SUNBURST - DAY                                        59  We are TIGHT on Chris' hand atop the shifter of one of Wayne's lumbering harvesters.
ID-969 ;positive;43.
ID-970 ;positive;WAYNE (O.S) Okay.
ID-971 ;positive;Now take hold of the joystick, get the feel of header, idle it down with the toggle switch...  As Chris makes the attempt, we immediately hear the grinding of gears, the instrument alarms in chaos.
ID-972 ;positive;WIDE SHOT: Chris and Wayne sit atop a combine.
ID-973 ;positive;In the background we see Wayne's trailer and two other combines piloted by Wayne's crew members on the ocean of ripe blond grain.
ID-974 ;positive;Chris tries his hand at the shifter once more.
ID-975 ;positive;This time the thing starts to move.
ID-976 ;positive;WAYNE (CONT'D) That's it.
ID-977 ;positive;That's it.
ID-978 ;positive;Now take it on out and make yourself some money.
ID-979 ;positive;Wayne jumps off the combine and Chris begins to cut his pattern, intermittently struggling with the shifter.
ID-980 ;positive;Wayne laughs his ass off.
ID-981 ;positive;60   EXT SUNBURST - DAY                                           60  SERIES OF SHOTS indicating a SERIES OF DAYS passing as Chris gets a hang of the machines a little more at a time.
ID-982 ;positive;CUT TO:  61   INT.
ID-983 ;positive;DOUBLE-WIDE, SUNBURST - NIGHT                           61 Six men including Wayne and Chris, two among them - Hudderites, crowd in to the small dinner area of the trailer.
ID-984 ;positive;Talking politics and bullshit, and eating a welcome meal.
ID-985 ;positive;WAYNE I'm gonna break out some whiskey.
ID-986 ;positive;Alex, you want anything other than that beer?
ID-987 ;positive;CHRIS I'd take a White Russian if you've got it.
ID-988 ;positive;The group of men laugh at the youngster's order of a fancy drink.
ID-989 ;positive;44.
ID-990 ;positive;MAN #1 What are you Alex, a Commie?
ID-991 ;positive;CHRIS No, I just like White Russians.
ID-992 ;positive;WAYNE I haven't got anything like that here.
ID-993 ;positive;But I tell ya what.
ID-994 ;positive;And I know I speak for everybody.
ID-995 ;positive;You wanna come work with us in Carthage, we'll hook you up on the grain elevator and get you a White Russian down at the Cabaret.
ID-996 ;positive;CHRIS Really?
ID-997 ;positive;WAYNE Dawn tomorrow, engines roaring.
ID-998 ;positive;"(to the others like a mock blues singer) ""Pot o Gold."
ID-999 ;positive;"Oh that pot o gold."""
ID-1000 ;positive;"They all join in to the chant/song:  ALL ""Pot o Gold."
ID-1001 ;positive;"Gotta get that pot o gold!"""
ID-1002 ;positive;CHRIS (raising his beer) To Carthage.
ID-1003 ;positive;WAYNE AND HIS MEN (toasting) To Carthage.
ID-1004 ;positive;CUT TO:   62    OMITTED                                                    62   62A   EXT.
ID-1005 ;positive;HIGHWAY BETWEEN SUNBURST AND CARTHAGE                62A  MAGIC HOUR.
ID-1006 ;positive;TELEPHOTO LENS.
ID-1007 ;positive;The harvesting convoy rolls toward us like a herd of mammoths.
ID-1008 ;positive;44A-45.
ID-1009 ;positive;63    EXT.
ID-1010 ;positive;CARTHAGE - NIGHT (LATE SEPTEMBER 1990)                63  A series of silent, quaint establishing tableaus.
